Name,Quantities,Warehouse ID
Triki Trakes 6p 50g MTB MLA 43074,27,2
Polvorones 4p 75g MTB MLA 43075,6,2
Polvoron Tubo 280g MTB MLA 43076,14,2
Principe Tubo 205g MTB MLA 43077,63,1
Suavicremas Fresa 60g MTB MLA 43078,2,2
Suavicremas Chocolate 60g MTB MLA 43079,82,2
Gansito ME 5p 250g MTA MLA 43081,11,1
Pinguinos 6p 240g ME MTA MLA 43082,17,1
Choco Roles 7p 234 5g ME MTA MLA 43083,69,2
Submarinos Chocolate 3p 105g SP MTA MLA 43084,85,2
Integral 100pct Twin Pack 1360g MTA ORO 43089,37,1
Totopos Redondo 350g MTA MR 43097,53,2
Bran Frut Fresa 12p 480g MTA BIM 43100,51,2
Pan 12 Grain 680g MTA ORO 43110,91,2
100pct Whole Wheat 680g MTA ORO 43111,95,2
Mantecadas Nuez 123g MTA BIM 43118,91,1
Barritas Fresa Salvado 6p 67g Cj MTA MLA 43119,4,2
Bigotes Chocolate 60g SP MTA TR 43120,8,2
Medias Noches Conveniencia 290g MTA BIM 43121,20,2
Suavicremas Vainilla 60g MTB MLA 43124,85,2
Bimbollos Ext sAjonjoli 6p 480g MTA BIM 43128,54,1
Pan Multigrano Linaza 540g MTA BIM 43129,48,2
Pan Blanco 567g MTA WON 43130,46,1
Wonder 100pct mediano 475g MTA WON 43131,76,2
Tostado Integral 180g MTA WON 43133,30,1
Super Bollos 5in 8p 540g MTA WON 43134,82,1
Bollos 8p 450g MTA WON 43135,48,1
Hot Dogs 8p 290g MTA WON 43136,51,2
Molido Bolsa 180g MTA WON 43137,34,1
Tostado Int 0pct GrasaAzuca 200g MTA WON 43139,54,1
Deliciosas 115g MTB LAR 43140,25,1
Dalmata 1p 55g MTB MLA 43147,91,1
Mantecadas ME 8p 250g MTA BIM 43156,0,2
Bollos 5IN cAjn 6p 560g Consumo MTA BIM 43157,69,2
Figatza 345g MTA BIM 43158,80,1
Tostada Plana 15p 175g MTB MR 43159,80,1
7 Granos 680g MTA ORO 43160,65,2
Pan 100pct Integral 680g MTA ORO 43161,69,1
Gansito 10p 500g MTA MLA 43164,89,1
Roles Canela 6p 365g MTB BIM 43169,88,1
Pan 12 Granos 680g MTA ORO 43173,61,2
Panque Marmol 255g MTA BIM 43174,61,1
Pan Blanco Chico 360g MTA BIM 43175,58,1
Super Pan Blanco 740g MTA BIM 43176,30,2
Tortilla Harina Gde RN 10p 540g MTB DH 43178,54,1
Tortillinas 10p 255g MTA TR 43179,4,1
Tortillinas Grande 10p 510g MTB TR 43180,72,1
Tortillinas 20p 510g MTA TR 43181,2,2
Tortilla Hna RW 22p 840g MTB DH 43183,53,1
Pan Integral Gde 2pq 1360g MTA BIM 43184,66,1
Pan Integral 480g MTA BIM 43185,46,2
Pan Integral 680g MTA BIM 43186,42,2
Pan Integral 675g MTA BIM 43187,3,2
Medias Noches 8p 340g MTA BIM 43188,28,1
Medias Noches 16p 680g MTA BIM 43189,58,2
Bimbollos 8p 450g MTA BIM 43190,36,1
Bimbollos 12p 675g MTA BIM 43192,23,2
Bimbollos Extra 6p 480g MTA BIM 43193,22,1
Tostado 210g MTA BIM 43194,8,1
Molido 5kg MTA BIM 43195,63,2
Roles Canela 2p 120g MTB BIM 43196,22,2
Roles Glass 2p 135g MTB BIM 43197,14,2
Colchones 6p 130g MTA BIM 43198,67,2
Panque Pasas 255g MTA BIM 43199,58,1
Panque Nuez 255g MTA BIM 43200,44,1
Panquecito Gota Choc 2p 140g MTA BIM 43201,53,1
Mantecadas Vainilla 4p 125g MTA BIM 43202,47,1
Donitas Espolvoreadas 6p 105g MTB BIM 43203,52,2
Donas Azucar 4p 105g MTA BIM 43204,37,1
Nito 1p 62g MTB BIM 43206,89,2
Rebanada 2p 55g MTA BIM 43207,46,1
Lors Tubo 20p 236g MTA MLA 43208,94,1
Bimbunuelos 4p 66g MTA BIM 43209,86,2
Conchitas Vainilla 2p 65g MTB BIM 43210,77,1
Bimbollos con Ajn 18p 1440g MTA BIM 43212,54,2
Pastisetas 75g MTB SUA 43215,86,2
Galletas Integrales Avena 2p 54g MTA TR 43218,15,1
Bran Frut Pina 40g MTA BIM 43219,83,2
Roles Glass 6p 410g MTB BIM 43220,70,1
Galleta Molida 5Kg MTA LAR 43222,17,2
Pan Blanco 460g MTA BIM 43223,37,1
Pan Doble Fibra 750g MTA BIM 43225,17,2
Pan Blanco Silueta 500g MTA BIM 43227,4,2
Hot Dogs 8p 290g MTA SUN 43229,88,1
Principe 6p 64g MTB MLA 43230,30,1
Pan Blanco 640g MTA BIM 43231,54,1
Bollo Extra Grande 6p 480g Ins MTA BRE 43236,97,1
Lors 8p 89g MTB MLA 43237,24,1
Donitas Panera 30p 525g MTA BIM 43239,63,1
Panquecitos Gotas Paner 10p 700g MTA BIM 43241,53,2
Principe 8p 85g SP MTB MLA 43242,74,2
Plativolos 8p 74g MTB MLA 43243,69,1
Pan Doble Fibra 2pq 1500g MTA BIM 43244,90,2
Pan Multigrano 540g MTA BIM 43246,4,2
Medias Noches Inst 700g MTA BIM 43248,10,1
Principe Chocolate Blanco 8p 88g MTB MLA 43249,70,1
Orejas 70g SP MTB TR 43250,36,2
Conchas Vainilla 2p 120g MTB BIM 43251,95,2
Barritas Pina 67g MTA MLA 43252,46,2
Barritas Fresa 67g MTA MLA 43253,10,1
Canapinas 95g MTA LAR 43254,46,1
Pastisetas 20p 150g MTA SUA 43255,3,2
Pastiseta 40p 300g MTA SUA 43256,67,1
Animalitos 2Kg MTA LAR 43257,44,2
Deliciosas 300g MTA LAR 43258,91,2
Saladas 140g MTA LAR 43260,65,2
Animalitos Karamelo 200g MTA LAR 43261,24,1
Choco Roles 2p 80g MTB MLA 43263,72,2
Napolitano 1p 70g MTB MLA 43274,47,1
Pan Molido 240g 14pct mas MTA BIM 43278,46,2
Bran Frut Fresa 40g MTA BIM 43279,45,2
Gansito 1p 50g MTB MLA 43285,26,1
Suavicremas Vainilla 205g MTA MLA 43288,80,2
Suavicremas Chocolate 205g MTA MLA 43290,94,1
Sponch Navidad 120g Cj MTA MLA 43291,58,2
Barra Multigrano Nuez 34g MTA BIM 43305,59,2
Wonder 100pct 2pq 1360g MTA WON 43306,5,1
Gansito 1p 50g CCharola MTA MLA 43307,49,1
Mini Rocko 13g MTA MLA 43314,3,1
Submarinos Vainilla 3p 105g SP MTA MLA 43316,37,2
Barritas Fresa Salvado 67g MTA MLA 43317,63,2
Triki Trakes Chocolate 69g MTB MLA 43319,84,1
Duo Barrita Fresa y Pina 150g MTA MLA 43322,8,1
Super Hot Dogs 8p 435g MTA WON 43335,36,2
Pan Blanco 680g MTA BIM 43338,76,1
Wonder 100pct gde 680g SP MTA WON 43339,2,2
Pan Silueta con Fibra 454g MTA BIM 43341,26,1
Nito ME 4p 248g MTB BIM 43342,76,1
DonitasEspolvoreadas ME 12p 210g MTB BIM 43343,58,1
Donas Azucar ME 8p 210g MTA BIM 43344,64,1
Pan Multigrano 680g MTA ORO 43345,52,2
Pan Bco Silueta Twin Pack 1060g MTA BIM 43346,28,2
Pan Blanco 2Pq 1360g MTA BIM 43347,12,1
Tortillinas 50p 1 31Kg MTA TR 43348,98,1
Tostado 2pq 420g MTA BIM 43349,51,1
Bollos Extra Ajn 12p 960g MTA BIM 43350,27,1
Pan de Linaza 475g MTA WON 43351,52,1
Pan Blanco 650g Inst Breddy MTA BIM 43353,98,1
Donas Panera 20p 525g MTA BIM 43354,76,1
Rosca de Panque Recet Orig 600g MTA SUA 43356,75,1
Wonder 100pct Ajonjoli 680g SP MTA WON 43359,39,1
Pan Multigrano Twin 1080g MTA BIM 43360,35,2
Super Hot Dogs 12p 650g MTA WON 43361,43,1
12Granos Multigra TwinPack 1360g MTA ORO 43364,33,1
Butter Milk Bread 680g MTA ORO 43367,94,1
Pan Multigrano Linaza Twin 1080g MTA BIM 43373,15,1
Barra Multigrano Nuez 204g 6p MTA BIM 43377,16,2
ButterMilk Twin Pack 680g MTA ORO 43380,98,1
Super Pan Bco Ajonjoli 680g SP MTA WON 43381,72,2
Bollos sin Ajon 6p 480g MTA BIM 43382,71,1
Bimbollos Suajados 6p 480g MTA BIM 43383,9,1
Pan Blanco con Fibra 680g MTA WON 43388,49,1
Tostado Blanco 180g MTA WON 43389,70,1
Canapinas 115g MTA LAR 43390,38,2
Pan Silueta cFib Twin Pack 908g MTA BIM 43394,36,2
Nito Edicion Especial 62g MTA BIM 43398,27,2
Semita Rediseno 2p 120g MTB TR 44088,46,1
Polvoroncitos Panera 40p 16 25g MTB TR 44102,35,1
Super Pan Blanco 740g CU BIM 44179,43,2
Barritas Bisabor 20p 55g CU MLA 44180,43,1
Bimbollos Parrilleros 780g 8p BIM 44285,8,2
Pan Blanco con Fibra 680g WON 44292,96,1
Doraditas 110g Cin TR 44370,79,1
Mantecadas 2p 105g MTB TR 44371,79,2
Mantecadas 2p 105g TAB TR 44372,69,2
Multigrano Mix 20p Cj 760g BIM 44445,28,1
Animalitos Karamelo Hierro 200g LAR 44495,90,2
Wonderbutter 680g WON 44552,48,1
Mantecadas Vain 6p 188g Det Prom BIM 44576,36,1
Marias 170g SP MTA LAR 44597,32,2
Totopos 280g MTA DH 44829,89,1
Lors 18Kg CU MLA 44833,25,1
Panera Polvoron 14p 65g TR 44859,36,1
Magnas 200g MTA LAR 44948,92,1
Mantecadas Vain 6p 188g Det Prom MTA BIM 44950,60,2
Donas 6p Prom MTA BIM 44951,33,1
Marias 170g MTA LAR 44987,43,1
Barritas Bisabor 20p 55g CU MLA 44989,0,1
Doraditas 4p MTA TR 44990,65,1
Surtido Rico 355g CU MLA 45007,63,2
Mantecada Vainilla 3p 157g Prom MTB TR 45111,58,2
Conchas 3p 180g Prom MTA TR 45112,14,2
Totopo Chilaquiles 280g Prom MR 45141,5,1
Polvoroncitos Panera 40p 16 25g TR 45143,65,1
Super Hotdog Fast Food 12p 650g MTA WON 45182,55,1
Super Hotdog Fast Food 12p 650g WON 45183,82,2
Doraditas Panera 15p 548g MTA TR 45223,56,1
Plus Vita Pay Limon 22g BIM 45231,93,2
Nectar Manzana 335ml JMX 45293,9,2
Nectar Durazno 335ml JMX 45294,28,2
Nectar Guayaba 335ml JMX 45295,84,2
Nectar Mango 335ml JMX 45296,76,2
Totopos 3P 1kg DH 45299,53,2
Barritas Fresa 12p 33 5g CU MLA 45305,13,2
Barritas Pina 12p 33 5g CU MLA 45306,45,1
Canelitas 12p 30g MLA 45308,25,1
Triki Trakes 12p 34 5g MLA 45313,88,2
Principe Chocolate 9p 42 5g CU MLA 45320,42,1
Polvorones 12p 37 5g CU MLA 45321,31,2
Medias Noches 8p 340g Prom TNB BIM 45407,35,2
Unico Fresco Naranja 250ml JMX 45419,71,2
Golden Nuts Enchilado 25pz de 43g BAR 45446,6,1
Hot Nuts 25p de 50g BAR 45447,94,2
Brioche Morango 50g PUL 45448,40,2
Kiyakis 25pz de 50g BAR 45449,17,1
Surtido Rico 227g CU LAR 45480,37,2
Pastisetas sin Azucar 10p 70g MTB SUA 45496,89,1
Mantecadas Nuez 8p 246g ME BIM 45523,74,1
Mantecadas Nuez 8p 246g ME MTA BIM 45527,10,1
Mantecadas Nuez 8p 246g ME TAB BIM 45528,14,2
Pan Whole grain and flax 680g ORO 45565,33,1
Pan Whole grain and flax 680g MTA ORO 45567,56,1
Pan White Whole Grain 680g MTA ORO 45570,16,1
Sandwich Clasico de JamonQueso 87g LON 45795,61,1
Mini Principe 45g MTA MLA 45969,40,1
Bollos Carls Jr 5in 520g MTA SL 46062,27,2
Div Tira Mini Doradita 4p 45g TAB TR 46064,9,1
Pan Multigrano Linaza 540g TAB BIM 46065,13,2
Super Pan Bco Ajonjoli 680g SP TAB WON 46067,30,1
Wonder 100pct 2pq 1360g TAB WON 46068,14,2
Wonder 100pct gde 680g SP TAB WON 46070,73,1
Super Bollos 5in 8p 540g TAB WON 46072,64,1
Hot Dogs 8p 290g TAB WON 46074,31,1
Super Hot Dogs 8p 435g TAB WON 46076,73,2
Nito ME 4p 248g TAB BIM 46083,93,1
Mantecadas ME 8p 250g TAB BIM 46084,20,2
Donitas Espolvoreadas 6p 105g TAB BIM 46085,52,2
Donas Azucar ME 8p 210g TAB BIM 46086,36,1
Figatza 345g TAB BIM 46087,5,2
Tostada Plana 15p 175g TAB MR 46088,94,1
Tostada Ondulada Reg 30p 360g TAB MR 46090,48,1
Roles Canela 6p 365g TAB BIM 46092,30,1
Panque Marmol 255g TAB BIM 46095,4,1
Pan Blanco Chico 360g TAB BIM 46096,31,1
Pan Blanco 2pq 1360g TAB BIM 46097,76,2
Super Pan Blanco 740g TAB BIM 46098,80,2
Pan Blanco 680g TAB BIM 46099,47,1
Tortillinas 10p 255g TAB TR 46100,97,2
Tortillinas Grande 10p 510g TAB TR 46101,53,1
Tortillinas 20p 510g TAB TR 46102,43,2
Tortillinas Gde 3P 10p 1530g Club TAB TR 46103,14,2
Tortilla Hna RW 22p 840g TAB DH 46104,7,2
Pan Integral Gde 2pq 1360g TAB BIM 46106,98,2
Pan Integral 480g TAB BIM 46107,92,1
Pan Integral 680g TAB BIM 46108,39,2
Pan Integral 675g TAB BIM 46109,62,1
Tostada Plana de Maiz 20p 180g TAB DH 46110,77,2
Medias Noches 8p 340g TAB BIM 46111,77,2
Medias Noches 16p 680g TAB BIM 46112,16,1
Tortillinas 50p 1 31Kg TAB TR 46113,12,1
Bimbollos 8p 450g TAB BIM 46114,8,1
Bimbollos 12p 675g TAB BIM 46115,22,2
Bimbollos Extra 6p 480g TAB BIM 46116,58,2
Tostado 210g TAB BIM 46117,60,1
Pan Molido 240g 14pct mas TAB BIM 46118,8,2
Molido 5Kg TAB BIM 46119,23,2
Tostado 2pq 420g TAB BIM 46120,71,1
Roles Glass 2p 135g TAB BIM 46122,89,1
Panque Pasas 255g TAB BIM 46124,46,2
Panque Nuez 255g TAB BIM 46125,1,1
Tostado Doble Fibra 250g TAB BIM 46126,61,2
Panquecito Gota Choc 2p 140g TAB BIM 46127,86,1
Mantecadas Vainilla 4p 125g TAB BIM 46128,94,1
Donas Azucar 4p 105g TAB BIM 46130,28,1
Nito Edicion Especial 62g TAB BIM 46131,69,2
Nito 1p 62g TAB BIM 46132,64,2
Rebanada 2p 55g TAB BIM 46133,72,2
Bimbollos con Ajn 18p 1440g TAB BIM 46136,32,1
Bran Frut Pina 40g TAB BIM 46137,90,2
Bran Frut Fresa 40g TAB BIM 46138,36,2
Roles Glass 6p 410g TAB BIM 46139,20,1
Pan Blanco 460g TAB BIM 46143,11,2
Principe 6p 64g TAB MLA 46148,46,1
Pan Blanco 640g TAB BIM 46149,22,2
Principe 8p 85g SP TAB MLA 46162,12,1
Pan Multigrano 540g TAB BIM 46166,74,2
Conchas Vainilla 2p 120g TAB BIM 46169,11,1
Barritas Pina 67g Prom TAB MLA 46170,50,1
Barritas Fresa 67g Prom TAB MLA 46171,33,1
Pastisetas 20p 150g TAB SUA 46172,46,2
Pastiseta 40p 300g TAB SUA 46173,50,2
Pastisetas 75g TAB SUA 46174,59,1
Animalitos Karamelo 200g TAB LAR 46178,64,2
Pan Integral 370g TAB BIM 46183,17,2
Palitrigos 100g TAB BIM 46187,66,2
Sponch 8p 120g TAB MLA 46189,5,1
Barra Multigrano Linaza 32g TAB BIM 46190,4,2
Bran Frut Fresa 6p 240g TAB BIM 46194,72,2
Bran Frut Pina 6p 240g TAB BIM 46195,12,2
Triki Trakes 8p 69g TAB MLA 46197,98,2
Div Tira Mini Doradita 4p 45g Tir MTA TR 46200,81,1
Mantecadas 2p SP TAB TR 46203,98,1
Conchas 2p 120g TAB TR 46204,7,2
Cuernitos 100g TAB TR 46205,5,1
Doraditas 110g TAB TR 46206,52,1
Wonder 100pct Ajonjoli 680g SP TAB WON 46209,64,1
Bollos BK 5in 6p 489g TAB SL 46214,56,2
Bollos BK 4in 6p 345g TAB SL 46215,86,2
Medias Noches BK 6p 470g TAB SL 46216,37,1
Pan Multigrano Twin 1080g TAB BIM 46223,72,1
Super Hot Dogs 12p 650g TAB WON 46224,35,1
Empanizador Crujiente 175g TAB BIM 46225,5,2
Bimbolunch 6p 354g ME TAB BIM 46226,3,2
Panera Polvoron 14p 65g TAB TR 46227,27,1
Gansito 1p 50g CCharola TAB MLA 46228,97,2
Triki Trakes Chocolate 69g TAB MLA 46229,32,2
Barra Multigrano Linaza 6p 192g TAB BIM 46230,78,1
Submarinos Vainilla 3p 105g SP TAB MLA 46231,30,2
Submarinos Fresa 3p 105g SP TAB MLA 46232,63,1
Choco Roles 2p 80g TAB MLA 46233,61,2
Rollo Fresa 2p 75G TAB MLA 46234,24,2
Napolitano 1p 70g TAB MLA 46237,22,2
Rocko Tira 10p 44g TAB MLA 46238,77,1
Pinguinos 2p 80g TAB MLA 46239,87,2
Choco Roles 2p 80g TAB MLA 46240,48,2
Canelitas 6p 60g TAB MLA 46241,36,1
Triki Trakes 6p 50g TAB MLA 46246,61,1
Polvorones 4p 75g TAB MLA 46250,62,1
Gansito ME 5p 250g TAB MLA 46253,26,2
Pinguinos 6p 240g ME TAB MLA 46254,16,1
Choco Roles 7p 234 5g ME TAB MLA 46255,68,2
Submarinos Chocolate 3p 105g SP TAB MLA 46256,4,1
Totopos 280g TAB DH 46263,83,2
Medias Noches Conveniencia 290g TAB BIM 46275,4,1
Mantecadas Nuez 123g TAB BIM 46284,26,1
Pan Molido 210g TAB BIM 46288,34,2
Pan Multigrano Linaza Twin 1080g TAB BIM 46290,72,2
Bimbunuelos 4p 66g TAB BIM 46293,6,1
Barra Multigrano Nuez 34g TAB BIM 46298,80,1
Barra Multigrano Nuez 204g 6p TAB BIM 46299,68,2
Pan Silueta con Fibra 454g TAB BIM 46301,40,1
Galletas Integrales Avena 2p 54g TAB TR 46304,19,2
Polvoron Individual 65g TR 46313,31,1
Sandwich clasico Jamon Queso 87g LON 46440,17,2
Fresca Lata 355ml CC 46447,91,1
Sprite Lata 355ml CC 46706,43,2
Coca Cola Zero Lata 355 ml CC 46711,30,2
Bombonete 55g Cj MTB MLA 46716,30,2
Pan Molido 210g BIM 46772,24,2
Pan Molido 210g MTA BIM 46876,79,1
Bran Frut Fsa 0pct 6p 198g MTB BIM 46962,6,2
Pan Whole Grain and Oat 680g ORO 47066,75,2
Pan Whole Grain and Oat 680g MTA ORO 47068,43,1
Bombonete 55g Cj TAB MLA 47075,57,2
Mini Rocko 13g TAB MLA 47080,83,1
Barrita Fresa Cong 75g CJ DH 47123,51,2
Semitas Rediseno 2p 120g TR 47124,74,1
Panque Nata 210g TR 47125,43,2
Sandwichon 115g LON 47126,81,2
Bimbollos Parrilleros 780g 8p MTA BIM 47332,23,2
Medias Noches FS 8p 340g BIM 47336,26,2
Bimbollos FS 8p 450g BIM 47611,69,1
Bimbollos Extra FS 6p 480g BIM 47612,19,1
Tostada Ondulada Tubo 30p CU MR 47625,45,2
Tortillinas 20p 550g Ver Perf Prom TR 47661,53,2
Tortillinas 20p 550g Prom MTA TR 47662,25,2
Pinguinos Navidenos 12p 40g Prom MLA 47676,5,1
Pinguinos Halloween 12p 40g Cj MTA MLA 47683,32,1
Tortilla Hna RB 10p 260g DH 47840,62,1
Star Gum Menta Intensa 8g SKD 47882,3,1
Pinguinos 3p 120g Prom MTA MLA 47886,86,1
Pinguinos 3p 120g Prom MLA 47887,18,2
BranFrut Fresa 18p BIM 47910,39,2
Leche Nito Chocolate 27p 236ml BIM 47940,31,1
Bollos Carls Jr sn Ajonj 12p 675g MTA SL 47942,81,1
Bollos Wendys 4in Reg 12p 626g MTA BIM 47943,31,1
Medias Noches 16p 1775g BK MTB SL 47944,22,1
Medias Noches 12p 510g MTA BIM 47948,37,2
Gansito Chocolate 52g MLA 47949,45,2
Pinguinos 3p 120g Prom TAB MLA 47950,91,1
Aparas Panettone 80g AM 47955,98,1
Tortilla Hna 750g 18p RW Sonora MTA DH 47957,89,1
Tortilla Hna 22p 840g RW MTA DH 47958,6,2
Bollos sin Ajonjoli 12p 425g MTA BIM 47980,52,1
Surtido Fino 750g GBI 48000,48,2
Surtido Rico 770g GBI 48001,97,2
Surtido Fino 375g Sp GBI 48002,88,2
Surtido 200g GBI 48003,89,2
Orejitas Panera 500g GBI 48019,74,1
Lata Butter Danesas 400g GBI 48021,8,1
Classicas 400g CU GBI 48022,29,2
Classicas Chocol 400g GBI 48023,55,1
Besos de Nuez 71g GBI 48029,67,1
Galleta Granel Classics Chocolate GBI 48033,80,1
Granel Classica Choco Bicolor 1500g GBI 48034,70,1
Lata Ola 1 Hello Kitty 6p 400g GBI 48039,50,1
Surtido 4P 375g GBI 48040,7,1
Multipack 12P 71g GBI 48042,43,1
Costalito 1200g GBI 48043,92,1
Lata Butter 12p 150g GBI 48044,89,1
Paletina NEC 48059,33,2
Totopo Chilaquiles 180g MR 48076,83,1
Totopo Chilaquiles 280g MR 48077,15,2
Totopo Chilaquiles 500g TN MR 48078,54,1
Tortilla Consumos 550g MTA TR 48091,98,2
Minibigotes 65g Prom TR 48106,69,1
Tuinky Chocolate 3p 114g MTB WON 48117,28,2
Tuinky Vainilla 3p 114g MTB WON 48118,7,2
Tuinky Fresas Crema 3p 114g MTB WON 48119,68,2
Pan Multicereal 475g MTA WON 48120,82,1
Tortillas Harina 260g 10p MTA WON 48121,71,1
Medias Noches 32p 1160g MTA BIM 48125,53,1
Bimbollos 24p 1350g MTA BIM 48126,3,1
Biscotel Receta Original 410g MTA SUA 48127,27,1
Mini Bigotes Chocolate 5p 65g SP MTA TR 48132,55,2
Medias Noches FS 8p 340g MTA BIM 48134,50,2
Bimbollos FS 8p 450g MTA BIM 48135,3,2
Bimbollos Extra FS 6p 480g MTA BIM 48136,82,1
Medias Noches FS 16p 680g MTA BIM 48137,85,1
Bimbollos FS 12p 675g MTA BIM 48138,82,1
Tostada Ondulada Reg 30p 360g CU MR 48216,38,1
Totopos 200g MTA MR 48217,26,1
Medias Noches Jumbo 500g MTA BIM 48218,88,1
12Granos Multigra TwinPack 1360g TAB ORO 48227,66,1
7 Granos 680g TAB ORO 48228,2,2
Bran Frut Fsa 0pct 6p 198g TAB BIM 48232,41,1
Pan 12 Granos 680g TAB ORO 48246,6,2
Pan Multigrano 680g TAB ORO 48248,9,2
Pan Whole grain and flax 680g TAB ORO 48250,79,2
SuperBollos 8p 615g WON 48266,17,1
Totopo 1Kg MTB DH 48274,33,1
Classicas 2p 800g CU GBI 48288,38,2
Tartaletas Pina Granel Cons 2280g GBI 48297,53,1
Granel Oreja 2000g GBI 48298,39,1
Granel Beso de Nuez 3000g GBI 48301,89,1
Chocochips 100 cal 8P 22g GBI 48303,40,1
Lata GV 454g MP 48311,71,1
Surtido GV 375g MP 48312,60,2
Tartaletas GV 375g MP 48314,48,1
Pan Mantequilla ButterMilk 680g MTA ORO 48345,66,1
Healthy Multi Grain 680g MTA ORO 48346,3,2
Totopo Chilaquiles 280g MTA MR 48373,71,1
Totopo Chilaquiles 500g MTA MR 48374,43,1
Bran Frut Fresa 48g BIM 48417,50,2
Bran Frut Manzana Canela 48g BIM 48419,84,2
Bran Frut Pina 48g BIM 48421,96,2
Principe Chocolate 9p 42 5g MLA 48440,28,1
Tortilla 558g 20p MTB DH 48551,60,1
Bimbollos Parrilleros 12p 1170g MTA BIM 48557,31,2
Tortillina Light 12p 294g MTB TR 48567,75,1
Bran Frut Pina 48g MTB BIM 48577,14,2
Bran Frut Fresa 48g MTB BIM 48578,32,1
Bran Frut Manzana Canela 48g MTB BIM 48579,22,1
Tostada Plana 15p 175g Prom MTB MR 48582,81,1
Mantecadas Nuez 6p 184g Det Prom BIM 48597,64,2
Mantecadas Nuez 6p 184g Det Prom MTA BIM 48598,92,1
Bombonete Temporalidad 55g MTB MLA 48667,1,1
Tortillina Taquera de 30p 390g MTA TR 48689,24,2
Empanizador Hojuela 185g BIM 48694,55,2
Empanizador Hojuela 185g MTA BIM 48695,64,1
Pan Integral 560g MTA SUN 48709,96,1
Totopos Fiesta 280g DH 48742,33,1
Chocochips 100 cal 8P 22g GBI 48763,71,1
Bran Frut Pina 48g TAB BIM 48804,5,1
Bran Frut Fresa 48g TAB BIM 48805,67,2
Bran Frut Manzana Canela 48g TAB BIM 48806,25,2
SuperBollos 8p 615g MTA WON 48861,17,1
Totopos 280g Prom DH 48874,92,2
Totopo Chilaquiles 280g Prom MTA MR 48876,78,2
Duo Gansito mas Gansito SP 100g MLA 48891,72,2
Duo Gansito mas Gansito SP 100g MTA MLA 48893,96,2
Tortillas Harina 520g 20p MTA WON 48912,5,2
Multiempaque MiniDoraditas 270G MTB TR 48925,94,1
Duo Gansito mas Gansito SP 100g TAB MLA 48927,98,2
Empanizador Hojuelas 350g MTA BIM 48934,65,1
Oatnut 680g MTA ORO 48949,69,1
Surtido Rico 227g CU LAR 48955,31,1
Tostada Ondulada Tubo 20p 240g CU MR 48960,37,1
Tostada Ondulada Tubo 30p CU MR 48961,22,2
Barra Multigrano Linaza 6p 192g CU BIM 48965,39,1
Gansito Chocolate 52g MTB MLA 48967,67,1
Chocochips 100 cal 22g GBI 48985,8,2
Tortillinas 22p 570g MTA TR 48996,55,2
Tortillinas 12p 310g CU TR 49027,64,2
Tortillinas 12p 310g MTA TR 49028,43,2
Sandwich Clasico Jamon Queso 87g MTA LON 49183,10,1
Totopo Chilaquiles 500g MR 49185,23,1
Qubo 40g MTB 49255,44,2
Pan Blanco 454g SUN 49442,62,2
Pan Blanco 454g MTA SUN 49443,62,2
Bran Frut Mix 8p MTB BIM 49480,76,2
Tortillinas 10p 275g SZiploc TR 49489,55,2
Tortillinas 20p 550g Prom TR 49492,98,2
Tortillinas 22p 570g NTE MTA TR 49495,40,1
Gansito Chocolate 52g CC MLA 49497,40,1
Gansito Chocolate 52g CC MTA MLA 49498,91,2
Tortillina Hna RW HermSP 20p 610g DH 49519,83,1
Orejitas 5g GBI 49552,18,2
Raztachoc Vainilla 6p 40g Tira BIM 49614,69,2
Gansito Chocolate ME 5p 260g MTA MLA 49620,43,2
Rocko 44g MLA 49643,82,1
Rocko 44g MTA MLA 49653,16,1
Star Gum Fresa 8g SKD 49724,49,1
Agua Ciel Natural 355ml CC 49734,84,1
Agua Ciel Jamaica 600ml CC 49735,85,2
Agua Ciel Limon 600ml CC 49736,16,2
Powerade Limon 600ml CC 49737,85,2
Powerade Mora 600ml CC 49738,32,2
Powerade Naranja 600ml CC 49739,35,1
Powerade Uva 600ml CC 49740,91,1
Totopos Redondos 250g DH 49754,30,1
Fanta Lata 355ml CC 49765,19,2
Sprite Zero Lata 355ml CC 49766,3,1
Sidral Mundet Lata 355ml CC 49769,43,1
Bombonete San Valentin 3p 55g MLA 49773,94,1
Tortillinas 22p 570g NW MTA TR 49779,64,2
Tortillinas 12p 310g Prom MTA TR 49781,27,1
Tortillinas 12p 310g NW MTA TR 49782,54,1
Totopo Chilaquiles 500g TAB MR 49810,96,1
Bimkingo Clasico Prom 135g LON 49835,59,1
Gansito ME 5p 250g MTA MLA 49860,54,1
Wonder 100pct mediano 475g NM MTA WON 49892,42,2
Conchas 3p 180g Prom TAB TR 49920,39,1
Dona 1p 26g Tira BIM 49928,70,1
Pan Blanco Bimbo Rendidor 567g TNB BIM 49944,12,2
Pan Blanco Bimbo Rendidor 567g MTA BIM 49972,54,1
Pan Blanco Bimbo Rendidor 567g BIM 49973,19,2
Tostado Blanco 180g WON 49986,7,2
Tostado Blanco 180g MTA WON 49988,40,2
Tostado Blanco 180g TAB WON 49989,95,2
Tostado Integral 180g WON 49990,31,2
Tostado Integral 180g MTA WON 49992,31,1
Tostado Integral 180g TAB WON 49993,36,1
Tostado Int 0pct Grasa Azuc 200g WON 49994,11,2
Tostado Int 0pct Grasa Azuc 200g MTA WON 49996,69,1
